Symbol,Name,Sector,Industry
IPOF,Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares,Finance,Business Services
IPVA,InterPrivate II Acquisition Corp. Class A,,
IPVI,InterPrivate IV InfraTech Partners Inc. Class A,,
IPVIU,InterPrivate IV InfraTech Partners Inc. Units,,
IPVIW,InterPrivate IV InfraTech Partners Inc. Warrant,Finance,Business Services
IPW,iPower Inc.,Consumer Services,Catalog/Specialty Distribution
IPWR,Ideal Power Inc.,Capital Goods,Industrial Machinery/Components
IQ,iQIYI Inc. American Depositary Shares,Technology,Internet and Information Services
IQI,Invesco Quality Municipal Income Trust,,
IQV,IQVIA Holdings Inc.,Health Care,Managed Health Care
IR,Ingersoll Rand Inc.,Capital Goods,Industrial Machinery/Components
IRBT,iRobot Corporation,,
IRCP,IRSA Propiedades Comerciales S.A. American Depositary Shares,Consumer Services,Building operators
IRDM,Iridium Communications Inc,Consumer Services,Telecommunications Equipment
IRIX,IRIDEX Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRL,New Ireland Fund Inc (The),,
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,Consumer Services,Real Estate Investment Trusts
IRMD,iRadimed Corporation,Health Care,Medical/Dental Instruments
IROQ,IF Bancorp Inc.,Finance,Finance: Consumer Services
IRR,Voya Natural Resources Equity Income Fund Common Shares of Beneficial Interest,,
IRS,IRSA Inversiones Y Representaciones S.A.,Consumer Services,Homebuilding
IRT,Independence Realty Trust Inc.,Consumer Services,Real Estate Investment Trusts
IRTC,iRhythm Technologies Inc.,Health Care,Medical/Dental Instruments
IRWD,Ironwood Pharmaceuticals Inc. Class A,Health Care,Major Pharmaceuticals
ISBC,Investors Bancorp Inc.,Finance,Savings Institutions
ISD,PGIM High Yield Bond Fund Inc.,,
ISDR,Issuer Direct Corporation,Technology,EDP Services
ISEE,IVERIC bio Inc.,Health Care,Major Pharmaceuticals
ISIG,Insignia Systems Inc.,Technology,Advertising
ISLE,Isleworth Healthcare Acquisition Corporation Common stock,,
ISLEW,Isleworth Healthcare Acquisition Corporation Warrant,Consumer Services,Hotels/Resorts
ISNS,Image Sensing Systems Inc.,Capital Goods,Industrial Machinery/Components
ISOS,Isos Acquisition Corporation Class A Ordinary Shares,,
ISR,IsoRay Inc. (DE),Health Care,Medical/Dental Instruments
ISRG,Intuitive Surgical Inc.,Health Care,Medical/Dental Instruments
ISSC,Innovative Solutions and Support Inc.,Capital Goods,Military/Government/Technical
ISTR,Investar Holding Corporation,Finance,Commercial Banks
ISUN,iSun Inc.,Technology,Semiconductors
ISVL,iShares Trust iShares International Developed Small Cap Value Factor ETF,,
IT,Gartner Inc.,Finance,Diversified Commercial Services
ITAC,Industrial Tech Acquisitions Inc. Class A common stock,,
ITACU,Industrial Tech Acquisitions Inc. Unit,,
ITACW,Industrial Tech Acquisitions Inc. Warrant,,
ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of no par value),Finance,Commercial Banks
ITCI,Intra-Cellular Therapies Inc.,Health Care,Major Pharmaceuticals
ITGR,Integer Holdings Corporation,Health Care,Medical/Dental Instruments
ITHX,ITHAX Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
ITHXU,ITHAX Acquisition Corp. Unit,Finance,Business Services
ITHXW,ITHAX Acquisition Corp. Warrant,Finance,Business Services
ITI,Iteris Inc.,Capital Goods,Telecommunications Equipment
ITIC,Investors Title Company,Finance,Specialty Insurers
ITMR,Itamar Medical Ltd. American Depository Shares,Health Care,Medical/Dental Instruments
ITOS,iTeos Therapeutics Inc.,Consumer Durables,Specialty Chemicals
ITP,IT Tech Packaging Inc.,Basic Industries,Paper
ITQ,Itiquira Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
ITQRU,Itiquira Acquisition Corp. Unit,Finance,Business Services
ITQRW,Itiquira Acquisition Corp. Warrant,Finance,Business Services
ITRG,Integra Resources Corp. Common Shares,,
ITRI,Itron Inc.,Capital Goods,Electrical Products
ITRM,Iterum Therapeutics plc Ordinary Share,Health Care,Major Pharmaceuticals
ITRN,Ituran Location and Control Ltd. Ordinary Shares,Technology,Electronic Components
ITT,ITT Inc. ,Capital Goods,Fluid Controls
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),Finance,Major Banks
ITW,Illinois Tool Works Inc.,Capital Goods,Industrial Machinery/Components
IVA,Inventiva S.A. American Depository Shares,Consumer Services,Other Consumer Services
IVAC,Intevac Inc.,,
IVAN,Ivanhoe Capital Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
IVC,Invacare Corporation,Health Care,Industrial Specialties
IVDG,Invesco Focused Discovery Growth ETF,,
IVH,Ivy High Income Opportunities Fund Common Shares of Beneficial Interest,,
IVLC,Invesco US Large Cap Core ESG ETF,,
IVR,INVESCO MORTGAGE CAPITAL INC,Consumer Services,Real Estate Investment Trusts
IVR^A,Invesco Mortgage Capital Inc. Pfd Ser A,,
IVR^B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,,
IVR^C,INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock Liquation Preference $25.00 per Share,,
IVRA,Invesco Real Assets ESG ETF,,
IVSG,Invesco Select Growth ETF,,
IVZ,Invesco Ltd,Finance,Investment Managers
IX,Orix Corp Ads,Finance,Diversified Financial Services
IZEA,IZEA Worldwide Inc.,Technology,Advertising
J,Jacobs Engineering Group Inc.,Capital Goods,Oilfield Services/Equipment
JACK,Jack In The Box Inc.,Consumer Services,Restaurants
JAGX,Jaguar Health Inc.,Health Care,Major Pharmaceuticals
JAKK,JAKKS Pacific Inc.,Consumer Non-Durables,Recreational Products/Toys
JAMF,Jamf Holding Corp.,Technology,Computer Software: Prepackaged Software
JAN,JanOne Inc. (NV),Public Utilities,Environmental Services
JANZ,TrueShares Structured Outcome (January) ETF,,
JAX,J. Alexander's Holdings Inc.,Consumer Services,Restaurants
JAZZ,Jazz Pharmaceuticals plc (Ireland),Health Care,Major Pharmaceuticals
JBGS,JBG SMITH Properties Common Shares ,Consumer Services,Real Estate Investment Trusts
JBHT,J.B. Hunt Transport Services Inc.,Transportation,Trucking Freight/Courier Services
JBL,Jabil Inc.,Technology,Electrical Products
JBLU,JetBlue Airways Corporation,Transportation,Air Freight/Delivery Services
JBSS,John B. Sanfilippo & Son Inc.,Consumer Non-Durables,Specialty Foods
JBT,John Bean Technologies Corporation,Capital Goods,Diversified Manufacture
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,,
JCI,Johnson Controls International plc Ordinary Share,Capital Goods,Auto Parts:O.E.M.
JCIC,Jack Creek Investment Corp. Class A Ordinary Shares,Finance,Business Services
JCICU,Jack Creek Investment Corp. Units,Finance,Business Services
JCICW,Jack Creek Investment Corp. Warrants,Finance,Business Services
JCO,Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest,,
JCOM,j2 Global Inc.,Technology,Telecommunications Equipment
JCS,Communications Systems Inc.,Public Utilities,Telecommunications Equipment
JCTCF,Jewett-Cameron Trading Company Common Shares,,
JD,JD.com Inc. American Depositary Shares,Miscellaneous,Business Services
JDD,Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest,,
JEF,Jefferies Financial Group Inc.,Finance,Finance/Investors Services
JELD,JELD-WEN Holding Inc.,,
JEMA,J.P. Morgan Exchange-Traded Fund Trust JPMorgan Emerging Markets Equity Core ETF,,
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share,,
JEQ,Aberdeen Japan Equity Fund Inc. ,,
JFIN,Jiayin Group Inc. American Depositary Shares,Finance,Finance: Consumer Services
JFR,Nuveen Floating Rate Income Fund,,
JFU,9F Inc. American Depositary Shares,Finance,Finance: Consumer Services
JG,Aurora Mobile Limited American Depositary Shares,Technology,EDP Services
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,,
JHAA,Nuveen Corporate Income 2023 Target Term Fund,,
JHB,Nuveen Corporate Income November 2021 Target Term Fund,,
JHG,Janus Henderson Group plc Ordinary Shares,Finance,Investment Managers
JHI,John Hancock Investors Trust,,
JHS,John Hancock Income Securities Trust,,
JHX,James Hardie Industries plc American Depositary Shares (Ireland),Capital Goods,Building Materials
JIH,Juniper Industrial Holdings Inc. Class A,,
JILL,J. Jill Inc.,Consumer Non-Durables,Apparel
JJSF,J & J Snack Foods Corp.,Consumer Non-Durables,Specialty Foods
JKHY,Jack Henry & Associates Inc.,Technology,Retail: Computer Software & Peripheral Equipment
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),Technology,Semiconductors
JLL,Jones Lang LaSalle Incorporated,Finance,Real Estate
JLS,Nuveen Mortgage and Income Fund,,
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares,Consumer Services,Catalog/Specialty Distribution
JMM,Nuveen Multi-Market Income Fund (MA),,
JMP,JMP Group LLC Common Shares,Finance,Investment Bankers/Brokers/Service
JMPNL,JMP Group LLC 7.25% Senior Notes due 2027,,
JMPNZ,JMP Group LLC 6.875% Senior Notes due 2029,Finance,Investment Bankers/Brokers/Service
JNCE,Jounce Therapeutics Inc.,Health Care,Major Pharmaceuticals
JNJ,Johnson & Johnson,Health Care,Major Pharmaceuticals
JNPR,Juniper Networks Inc.,Technology,Computer peripheral equipment
JOAN,JOANN Inc.,Consumer Non-Durables,Department/Specialty Retail Stores
JOB,GEE Group Inc.,Technology,Diversified Commercial Services
JOBS,51job Inc. American Depositary Shares,Technology,Diversified Commercial Services
JOE,St. Joe Company (The),Consumer Services,Homebuilding
JOF,Japan Smaller Capitalization Fund Inc,,
JOFF,JOFF Fintech Acquisition Corp. Class A,,
JOFFU,JOFF Fintech Acquisition Corp. Unit,,
JOFFW,JOFF Fintech Acquisition Corp. Warrant,Finance,Business Services
JOUT,Johnson Outdoors Inc. Class A,Consumer Non-Durables,Recreational Products/Toys
JP,Jupai Holdings Limited American Depositary Shares each representing six ordinary shares,Consumer Services,Other Consumer Services
JPC,Nuveen Preferred & Income Opportunities Fund,,
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,Finance,Finance Companies
JPM,JP Morgan Chase & Co.,Finance,Major Banks
JPM^C,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.00% Non-Cumulative Preferred Stock Series EE,,
JPM^D,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 5.75% Non-Cumulative Preferred Stock Series DD,,
JPM^J,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG,,
JPM^K,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock Series JJ,,
JPM^L,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock Series LL,,
JPS,Nuveen Preferred & Income Securities Fund,,
JPT,Nuveen Preferred and Income 2022 Term Fund Common Shares of Beneficial Interest,,
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,,
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,,
JRJC,China Finance Online Co. Limited American Depositary Shares,Finance,Investment Bankers/Brokers/Service
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,,
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,,
JRSH,Jerash Holdings (US) Inc.,Basic Industries,Industrial Specialties
JRVR,James River Group Holdings Ltd. Common Shares,Finance,Property-Casualty Insurers
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest,Finance,Finance Companies
JSM,Navient Corporation 6% Senior Notes due December 15 2043,Finance,Finance: Consumer Services
JT,Jianpu Technology Inc. American depositary shares,Technology,EDP Services
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund Common Share of Beneficial Interest,,
JTD,Nuveen Tax-Advantaged Dividend Growth Fund Common Shares of Beneficial Interest,,
JUNZ,TrueShares Structured Outcome (June) ETF,,
JUPW,Jupiter Wellness Inc.,Health Care,Major Pharmaceuticals
JUPWW,Jupiter Wellness Inc. Warrant,Health Care,Major Pharmaceuticals
JVA,Coffee Holding Co. Inc.,Consumer Non-Durables,Specialty Foods
JW/A,John Wiley & Sons Inc.,,
JW/B,John Wiley & Sons Inc.,,
JWEL,Jowell Global Ltd. Ordinary Shares,Consumer Services,Other Consumer Services
JWN,Nordstrom Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
JWSM,Jaws Mustang Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
JYAC,Jiya Acquisition Corp. Class A,,
JYNT,The Joint Corp.,,
JZXN,Jiuzi Holdings Inc. Ordinary Shares,Consumer Durables,Automotive Aftermarket
K,Kellogg Company,Consumer Non-Durables,Packaged Foods
KAHC,KKR Acquisition Holdings I Corp. Class A,,
KAI,Kadant Inc,Technology,Industrial Machinery/Components
KAII,Kismet Acquisition Two Corp. Class A Ordinary Shares,Finance,Business Services
KAIIU,Kismet Acquisition Two Corp. Unit,Finance,Business Services
KAIIW,Kismet Acquisition Two Corp. Warrant,Finance,Business Services
KAIR,Kairos Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
KAIRU,Kairos Acquisition Corp. Unit,Finance,Business Services
KAIRW,Kairos Acquisition Corp. Warrant,Finance,Business Services
KALA,Kala Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
KALU,Kaiser Aluminum Corporation,Basic Industries,Aluminum
KALV,KalVista Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
KAMN,Kaman Corporation,Capital Goods,Military/Government/Technical
KAR,KAR Auction Services Inc,,
KARO,Karooooo Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software
KB,KB Financial Group Inc,Finance,Commercial Banks
KBAL,Kimball International Inc. Class B,Consumer Durables,Industrial Specialties
KBH,KB Home,,
KBNT,Kubient Inc.,Technology,EDP Services
KBNTW,Kubient Inc. Warrant,Technology,EDP Services
KBR,KBR Inc.,Capital Goods,Oilfield Services/Equipment
KBSF,KBS Fashion Group Limited,Consumer Non-Durables,Apparel
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,Technology,Computer Software: Prepackaged Software
KCAC,Kensington Capital Acquisition Corp. II Class A,,
KDMN,Kadmon Holdings Inc.,Health Care,Major Pharmaceuticals
KDNY,Chinook Therapeutics Inc.,Health Care,Major Pharmaceuticals
KDP,Keurig Dr Pepper Inc.,Consumer Non-Durables,Beverages (Production/Distribution)
KE,Kimball Electronics Inc.,Capital Goods,Industrial Machinery/Components
KELYA,Kelly Services Inc. Class A,Technology,Diversified Commercial Services
KELYB,Kelly Services Inc. Class B,Technology,Diversified Commercial Services
KEN,Kenon Holdings Ltd. Ordinary Shares,Public Utilities,Electric Utilities: Central
KEP,Korea Electric Power Corporation,Public Utilities,Electric Utilities: Central
KEQU,Kewaunee Scientific Corporation,Capital Goods,Medical Specialities
KERN,Akerna Corp.,Health Care,Managed Health Care
KERNW,Akerna Corp Warrant,,
KEX,Kirby Corporation,Transportation,Marine Transportation
KEY,KeyCorp,Finance,Major Banks
KEY^I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E,,
KEY^J,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F,,
KEY^K,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G,,
KEYS,Keysight Technologies Inc.,Capital Goods,Industrial Machinery/Components
KF,Korea Fund Inc. (The) New,,
KFFB,Kentucky First Federal Bancorp,Finance,Savings Institutions
KFRC,Kforce Inc.,Technology,Diversified Commercial Services
KFS,Kingsway Financial Services Inc. (DE),,
KFY,Korn Ferry,Technology,Diversified Commercial Services
KGC,Kinross Gold Corporation,Basic Industries,Precious Metals
KHC,The Kraft Heinz Company,Consumer Non-Durables,Farming/Seeds/Milling
KIDS,OrthoPediatrics Corp.,Health Care,Medical/Dental Instruments
KIII,Kismet Acquisition Three Corp. Class A Ordinary Shares,Finance,Business Services
KIIIU,Kismet Acquisition Three Corp. Unit,Finance,Business Services
KIIIW,Kismet Acquisition Three Corp. Warrant,Finance,Business Services
KIM,Kimco Realty Corporation,Consumer Services,Real Estate Investment Trusts
KIM^L,Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,,
KIM^M,Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,,
KIN,Kindred Biosciences Inc.,Health Care,Major Pharmaceuticals
KINS,Kingstone Companies Inc.,Finance,Specialty Insurers
KINZ,KINS Technology Group Inc. Class A,,
KINZU,KINS Technology Group Inc. Unit,,
KINZW,KINS Technology Group Inc. Warrant,Finance,Business Services
KIO,KKR Income Opportunities Fund Common Shares,,
KIQ,Kelso Technologies Inc Ordinary Shares,,
KIRK,Kirkland's Inc. COMMONSTOCK,Miscellaneous,Diversified Commercial Services
KJUL,Innovator Russell 2000 Power Buffer ETF - July,,
KKR,KKR & Co. Inc.,Finance,Investment Managers
KKR^A,KKR & Co. Inc. 6.75% Series A Preferred Stock,,
KKR^B,KKR & Co. Inc. 6.50% Series B Preferred Stock,,
KKR^C,KKR & Co. Inc. 6.00% Series C Mandatory Convertible Preferred Stock,,
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,,
KL,Kirkland Lake Gold Ltd. Common Shares,,
KLAC,KLA Corporation,Capital Goods,Electronic Components
KLAQ,KL Acquisition Corp Class A,,
KLAQU,KL Acquisition Corp Unit,,
KLAQW,KL Acquisition Corp Warrant,Finance,Business Services
KLDO,Kaleido Biosciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLIC,Kulicke and Soffa Industries Inc.,Technology,Semiconductors
KLR,Kaleyra Inc.,Technology,Internet and Information Services
KLXE,KLX Energy Services Holdings Inc.,Energy,Oilfield Services/Equipment
KMB,Kimberly-Clark Corporation,Basic Industries,Paper
KMDA,Kamada Ltd. Ordinary Shares,Health Care,Major Pharmaceuticals
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.,,
KMI,Kinder Morgan Inc.,Public Utilities,Natural Gas Distribution
KMPH,KemPharm Inc.,Health Care,Major Pharmaceuticals
KMPR,Kemper Corporation,Finance,Property-Casualty Insurers
KMT,Kennametal Inc.,Capital Goods,Industrial Machinery/Components
KMX,CarMax Inc,Consumer Services,Other Specialty Stores
KN,Knowles Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
KNBE,KnowBe4 Inc. Class A,Technology,Computer Software: Prepackaged Software
KNDI,Kandi Technologies Group Inc,Capital Goods,Auto Parts:O.E.M.
KNGS,UPHOLDINGS Compound Kings ETF,,
KNL,Knoll Inc.,,
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,Transportation,Marine Transportation
KNSA,Kiniksa Pharmaceuticals Ltd. Class A,Health Care,Major Pharmaceuticals
KNSL,Kinsale Capital Group Inc.,Finance,Property-Casualty Insurers
KNTE,Kinnate Biopharma Inc.,Health Care,Major Pharmaceuticals
KNX,Knight-Swift Transportation Holdings Inc.,Transportation,Trucking Freight/Courier Services
KO,Coca-Cola Company (The),Consumer Non-Durables,Beverages (Production/Distribution)
KOD,Kodiak Sciences Inc,Health Care,Major Pharmaceuticals
KODK,Eastman Kodak Company Common New,Miscellaneous,Business Services
KOF,Coca Cola Femsa S.A.B. de C.V. American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),Consumer Non-Durables,Beverages (Production/Distribution)
KOP,Koppers Holdings Inc. Koppers Holdings Inc.,Basic Industries,Industrial Specialties
KOPN,Kopin Corporation,Capital Goods,Industrial Machinery/Components
KOR,Corvus Gold Inc. Common Shares,Basic Industries,Precious Metals
KOS,Kosmos Energy Ltd. Common Shares (DE),Energy,Oil & Gas Production
KOSS,Koss Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
KPTI,Karyopharm Therapeutics Inc.,Miscellaneous,Diversified Commercial Services
KR,Kroger Company (The),Consumer Services,Food Chains
KRA,Kraton Corporation,Basic Industries,Major Chemicals
KRBP,Kiromic BioPharma Inc.,Consumer Durables,Specialty Chemicals
KRC,Kilroy Realty Corporation,Consumer Services,Real Estate Investment Trusts
KREF,KKR Real Estate Finance Trust Inc.,Consumer Services,Real Estate Investment Trusts
KREF^A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,,
KRG,Kite Realty Group Trust,Consumer Services,Real Estate Investment Trusts
KRKR,36Kr Holdings Inc. American Depositary Shares,Miscellaneous,Business Services
KRMD,Repro Med Systems Inc.,Health Care,Medical/Dental Instruments
KRNL,Kernel Group Holdings Inc. Class A Ordinary Shares,Finance,Business Services
KRNLU,Kernel Group Holdings Inc. Units,Finance,Business Services
KRNLW,Kernel Group Holdings Inc. Warrants,Finance,Business Services
KRNT,Kornit Digital Ltd. Ordinary Shares,Capital Goods,Industrial Machinery/Components
KRNY,Kearny Financial Corp,Finance,Savings Institutions
KRO,Kronos Worldwide Inc,Basic Industries,Major Chemicals
KRON,Kronos Bio Inc.,Consumer Durables,Specialty Chemicals
KROS,Keros Therapeutics Inc.,Consumer Durables,Specialty Chemicals
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,Energy,Oil & Gas Production
KRT,Karat Packaging Inc.,Capital Goods,Office Equipment/Supplies/Services
KRTX,Karuna Therapeutics Inc.,Health Care,Major Pharmaceuticals
KRUS,Kura Sushi USA Inc. Class A,Consumer Services,Restaurants
KRYS,Krystal Biotech Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSI,Kadem Sustainable Impact Corporation Class A common stock,,
KSICU,Kadem Sustainable Impact Corporation Unit,,
KSICW,Kadem Sustainable Impact Corporation Warrant,Finance,Business Services
KSM,DWS Strategic Municipal Income Trust,,
KSMT,Kismet Acquisition One Corp Ordinary Shares,Finance,Business Services
KSMTU,Kismet Acquisition One Corp Unit,Finance,Business Services
KSMTW,Kismet Acquisition One Corp Warrant,Finance,Business Services
KSPN,Kaspien Holdings Inc.,Consumer Services,Consumer Electronics/Video Chains
KSS,Kohl's Corporation,Consumer Services,Department/Specialty Retail Stores
KSU,Kansas City Southern,Transportation,Railroads
KSU^,Kansas City Southern Preferred Stock,,
KT,KT Corporation,Public Utilities,Telecommunications Equipment
KTB,Kontoor Brands Inc. ,,
KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment
KTF,DWS Municipal Income Trust,,
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,Finance,Investment Managers
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),,
KTOS,Kratos Defense & Security Solutions Inc.,Consumer Non-Durables,Ordnance And Accessories
KTRA,Kintara Therapeutics Inc.,Health Care,Major Pharmaceuticals
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,Consumer Services,Other Consumer Services
KURA,Kura Oncology Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KURI,Alkuri Global Acquisition Corp. Class A common stock,Finance,Business Services
KURIU,Alkuri Global Acquisition Corp. Unit,Finance,Business Services
KURIW,Alkuri Global Acquisition Corp. Warrant,Finance,Business Services
KVHI,KVH Industries Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
KVSA,Khosla Ventures Acquisition Co. Class A,,
KVSB,Khosla Ventures Acquisition Co. II Class A,,
KVSC,Khosla Ventures Acquisition Co. III Class A,,
KW,Kennedy-Wilson Holdings Inc.,Consumer Services,Real Estate
KWAC,Kingswood Acquisition Corp. Class A,,
KWR,Quaker Chemical Corporation,Basic Industries,Automotive Aftermarket
KXIN,Kaixin Auto Holdings Ordinary Share,Finance,Business Services
KYMR,Kymera Therapeutics Inc.,Consumer Durables,Specialty Chemicals
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,,
KZIA,Kazia Therapeutics Limited American Depositary Shares,Health Care,Major Pharmaceuticals
KZR,Kezar Life Sciences Inc.,Health Care,Major Pharmaceuticals
L,Loews Corporation,Finance,Property-Casualty Insurers
LABP,Landos Biopharma Inc.,Consumer Durables,Specialty Chemicals
LAC,Lithium Americas Corp. Common Shares,,
LAD,Lithia Motors Inc.,Consumer Services,Other Specialty Stores
LADR,Ladder Capital Corp Class A,Consumer Services,Real Estate Investment Trusts
LAIX,LAIX Inc. American Depositary Shares each representing one Class A Ordinary Share,Miscellaneous,Service to the Health Industry
LAKE,Lakeland Industries Inc.,,
LAMR,Lamar Advertising Company Class A,Consumer Services,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods
LAND,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,Consumer Services,Real Estate Investment Trusts
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,Consumer Services,Real Estate Investment Trusts
LARK,Landmark Bancorp Inc.,Finance,Major Banks
LASR,nLIGHT Inc.,Technology,Semiconductors
LATN,Union Acquisition Corp. II Ordinary Shares,Finance,Business Services
LATNW,Union Acquisition Corp. II Warrant,,
LAUR,Laureate Education Inc. Class A,Miscellaneous,Service to the Health Industry
LAWS,Lawson Products Inc.,Capital Goods,Industrial Machinery/Components
LAZ,Lazard LTD. Lazard LTD. Class A,Finance,Investment Managers
LAZR,Luminar Technologies Inc. Class A,Technology,EDP Services
LAZY,Lazydays Holdings Inc.,Consumer Services,Other Specialty Stores
LB,L Brands Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
LBAI,Lakeland Bancorp Inc.,Finance,Major Banks
LBC,Luther Burbank Corporation,Finance,Commercial Banks
LBPH,Longboard Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
LBPS,4D pharma plc American Depositary Shares,Health Care,Major Pharmaceuticals
LBPSW,4D pharma plc Warrant,Health Care,Major Pharmaceuticals
LBRDA,Liberty Broadband Corporation Class A,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation Class C,Consumer Services,Television Services
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,Consumer Services,Television Services
LBRT,Liberty Oilfield Services Inc. Class A,Energy,Oilfield Services/Equipment
LBTYA,Liberty Global plc Class A Ordinary Shares,,
LBTYB,Liberty Global plc Class B Ordinary Shares,Consumer Services,Television Services
LBTYK,Liberty Global plc Class C Ordinary Shares,,
LC,LendingClub Corporation,Finance,Finance Companies
LCA,Landcadia Holdings IV Inc. Class A,,
LCAA,L Catterton Asia Acquisition Corp Class A Ordinary Shares,Finance,Business Services
LCAAU,L Catterton Asia Acquisition Corp Units,Finance,Business Services
LCAAW,L Catterton Asia Acquisition Corp Warrant,,
LCAHU,Landcadia Holdings IV Inc. Units,,
LCAHW,Landcadia Holdings IV Inc. Warrant ,Finance,Business Services
LCAP,Lionheart Acquisition Corp. II Class A,,
LCAPU,Lionheart Acquisition Corp. II Unit,,
LCAPW,Lionheart Acquisition Corp. II Warrant,Finance,Business Services
LCI,Lannett Co Inc,Health Care,Major Pharmaceuticals
LCII,LCI Industries,Capital Goods,Auto Parts:O.E.M.
LCNB,LCNB Corporation,Finance,Major Banks
